cod;nome;período;valor
14;RR;2000;108
15;PA;2000;743
52;GO;2000;940
11;RO;2000;419
50;MS;2000;577
31;MG;2000;1857
43;RS;2000;1491
12;AC;2000;93
33;RJ;2000;6795
41;PR;2000;1623
17;TO;2000;160
29;BA;2000;1108
21;MA;2000;320
25;PB;2000;463
23;CE;2000;1131
24;RN;2001;297
42;SC;2001;417
17;TO;2001;189
31;MG;2001;2124
33;RJ;2001;6767
50;MS;2001;555
26;PE;2001;4409
32;ES;2001;1319
16;AP;2001;170
22;PI;2001;226
28;SE;2001;487
11;RO;2001;508
35;SP;2001;14669
13;AM;2001;430
29;BA;2001;1500
21;MA;2001;509
53;DF;2001;649
43;RS;2001;1674
12;AC;2001;109
23;CE;2001;1170
15;PA;2001;869
25;PB;2001;439
14;RR;2001;101
27;AL;2001;775
51;MT;2001;880
41;PR;2001;1852
52;GO;2001;1035
50;MS;2002;605
31;MG;2002;2700
33;RJ;2002;7748
53;DF;2002;591
14;RR;2002;110
15;PA;2002;1119
41;PR;2002;2061
52;GO;2002;1225
11;RO;2002;569
12;AC;2002;140
27;AL;2002;921
26;PE;2002;4118
23;CE;2002;1320
35;SP;2002;13471
28;SE;2002;519
32;ES;2002;1494
24;RN;2002;276
25;PB;2002;551
16;AP;2002;169
17;TO;2002;150
22;PI;2002;279
51;MT;2002;856
29;BA;2002;1634
42;SC;2002;510
43;RS;2002;1714
13;AM;2002;478
21;MA;2002;567
28;SE;2003;435
52;GO;2003;1201
27;AL;2003;972
32;ES;2003;1487
13;AM;2003;523
16;AP;2003;170
24;RN;2003;373
35;SP;2003;13017
11;RO;2003;514
29;BA;2003;2014
17;TO;2003;182
15;PA;2003;1311
12;AC;2003;132
51;MT;2003;818
31;MG;2003;3493
41;PR;2003;2326
25;PB;2003;579
14;RR;2003;100
21;MA;2003;726
26;PE;2003;4243
50;MS;2003;640
42;SC;2003;600
33;RJ;2003;7579
23;CE;2003;1460
43;RS;2003;1731
22;PI;2003;265
53;DF;2003;678
12;AC;2004;104
52;GO;2004;1377
42;SC;2004;559
22;PI;2004;301
13;AM;2004;477
41;PR;2004;2573
51;MT;2004;754
31;MG;2004;3913
24;RN;2004;323
15;PA;2004;1426
32;ES;2004;1482
11;RO;2004;529
29;BA;2004;2064
27;AL;2004;960
43;RS;2004;1787
33;RJ;2004;7221
17;TO;2004;180
25;PB;2004;611
35;SP;2004;10474
28;SE;2004;424
16;AP;2004;157
50;MS;2004;601
53;DF;2004;642
26;PE;2004;3898
23;CE;2004;1459
21;MA;2004;679
14;RR;2004;78
32;ES;2005;1453
31;MG;2005;3846
33;RJ;2005;6885
16;AP;2005;181
28;SE;2005;459
35;SP;2005;8091
29;BA;2005;2669
15;PA;2005;1797
51;MT;2005;815
24;RN;2005;364
41;PR;2005;2738
14;RR;2005;84
21;MA;2005;877
50;MS;2005;561
42;SC;2005;564
43;RS;2005;1812
22;PI;2005;328
13;AM;2005;551
27;AL;2005;1129
25;PB;2005;683
52;GO;2005;1334
23;CE;2005;1555
53;DF;2005;610
26;PE;2005;4048
12;AC;2005;111
11;RO;2005;506
17;TO;2005;169
17;TO;2006;207
22;PI;2006;386
25;PB;2006;762
43;RS;2006;1821
42;SC;2006;574
32;ES;2006;1578
23;CE;2006;1658
50;MS;2006;627
53;DF;2006;611
26;PE;2006;4162
21;MA;2006;902
14;RR;2006;96
12;AC;2006;143
41;PR;2006;2839
51;MT;2006;825
15;PA;2006;1930
11;RO;2006;531
29;BA;2006;3065
24;RN;2006;413
35;SP;2006;7582
28;SE;2006;545
33;RJ;2006;6858
16;AP;2006;189
31;MG;2006;3783
52;GO;2006;1364
27;AL;2006;1514
13;AM;2006;646
43;RS;2007;2003
31;MG;2007;3722
51;MT;2007;794
28;SE;2007;488
13;AM;2007;663
42;SC;2007;560
29;BA;2007;3408
25;PB;2007;793
11;RO;2007;404
33;RJ;2007;6121
23;CE;2007;1806
32;ES;2007;1691
22;PI;2007;346
52;GO;2007;1382
26;PE;2007;4262
15;PA;2007;2049
17;TO;2007;196
50;MS;2007;641
21;MA;2007;1063
24;RN;2007;547
27;AL;2007;1727
14;RR;2007;97
41;PR;2007;2860
53;DF;2007;656
12;AC;2007;119
35;SP;2007;5834
16;AP;2007;160
26;PE;2008;4140
53;DF;2008;748
52;GO;2008;1629
43;RS;2008;2161
42;SC;2008;715
41;PR;2008;3132
35;SP;2008;5660
33;RJ;2008;5274
32;ES;2008;1756
31;MG;2008;3511
28;SE;2008;525
51;MT;2008;851
