cod;nome;período;valor
16;AP;2000;4
27;AL;2000;64
33;RJ;2000;540
32;ES;2000;113
11;RO;2000;46
26;PE;2000;310
42;SC;2000;53
32;ES;2001;132
35;SP;2001;1100
41;PR;2001;197
17;TO;2001;23
42;SC;2001;60
22;PI;2001;35
16;AP;2001;12
33;RJ;2001;566
43;RS;2001;180
15;PA;2001;97
23;CE;2001;114
31;MG;2001;241
14;RR;2001;7
50;MS;2001;64
24;RN;2001;24
13;AM;2001;55
52;GO;2001;131
29;BA;2001;122
51;MT;2001;92
12;AC;2001;12
26;PE;2001;294
28;SE;2001;31
25;PB;2001;45
27;AL;2001;54
11;RO;2001;65
53;DF;2001;44
21;MA;2001;54
28;SE;2002;37
24;RN;2002;23
52;GO;2002;145
26;PE;2002;274
50;MS;2002;77
31;MG;2002;294
41;PR;2002;204
14;RR;2002;12
25;PB;2002;46
35;SP;2002;1053
23;CE;2002;125
15;PA;2002;73
43;RS;2002;198
32;ES;2002;149
27;AL;2002;70
11;RO;2002;44
21;MA;2002;39
22;PI;2002;27
53;DF;2002;50
16;AP;2002;12
42;SC;2002;75
17;TO;2002;20
29;BA;2002;123
51;MT;2002;92
12;AC;2002;11
33;RJ;2002;560
13;AM;2002;35
35;SP;2003;1029
24;RN;2003;32
42;SC;2003;70
27;AL;2003;67
50;MS;2003;64
41;PR;2003;227
32;ES;2003;141
26;PE;2003;274
22;PI;2003;32
52;GO;2003;143
11;RO;2003;51
28;SE;2003;34
13;AM;2003;35
17;TO;2003;22
31;MG;2003;376
21;MA;2003;69
14;RR;2003;6
23;CE;2003;103
25;PB;2003;35
12;AC;2003;15
53;DF;2003;62
51;MT;2003;90
33;RJ;2003;527
15;PA;2003;93
43;RS;2003;177
29;BA;2003;152
16;AP;2003;15
43;RS;2004;195
51;MT;2004;99
50;MS;2004;55
42;SC;2004;79
41;PR;2004;249
35;SP;2004;861
32;ES;2004;137
31;MG;2004;373
29;BA;2004;195
28;SE;2004;29
53;DF;2004;52
52;GO;2004;142
27;AL;2004;75
26;PE;2004;276
24;RN;2004;21
23;CE;2004;123
22;PI;2004;26
21;MA;2004;53
33;RJ;2004;506
17;TO;2004;18
16;AP;2004;15
15;PA;2004;93
14;RR;2004;7
13;AM;2004;49
12;AC;2004;10
25;PB;2004;60
11;RO;2004;33
31;MG;2005;377
41;PR;2005;239
25;PB;2005;62
24;RN;2005;41
21;MA;2005;58
13;AM;2005;48
51;MT;2005;89
35;SP;2005;776
27;AL;2005;74
22;PI;2005;40
43;RS;2005;209
32;ES;2005;149
52;GO;2005;133
11;RO;2005;49
28;SE;2005;28
53;DF;2005;47
16;AP;2005;15
17;TO;2005;21
15;PA;2005;127
12;AC;2005;13
23;CE;2005;143
26;PE;2005;282
33;RJ;2005;507
50;MS;2005;70
14;RR;2005;11
42;SC;2005;68
29;BA;2005;211
35;SP;2006;788
15;PA;2006;140
22;PI;2006;32
32;ES;2006;183
50;MS;2006;55
52;GO;2006;143
16;AP;2006;13
28;SE;2006;40
11;RO;2006;51
41;PR;2006;249
12;AC;2006;15
17;TO;2006;22
13;AM;2006;53
53;DF;2006;49
29;BA;2006;243
14;RR;2006;13
42;SC;2006;92
23;CE;2006;134
33;RJ;2006;504
25;PB;2006;62
24;RN;2006;42
26;PE;2006;310
21;MA;2006;67
51;MT;2006;70
27;AL;2006;106
31;MG;2006;392
43;RS;2006;162
29;BA;2007;249
21;MA;2007;63
42;SC;2007;70
22;PI;2007;35
50;MS;2007;67
17;TO;2007;28
43;RS;2007;193
31;MG;2007;403
15;PA;2007;144
23;CE;2007;126
52;GO;2007;139
13;AM;2007;52
32;ES;2007;186
25;PB;2007;69
35;SP;2007;595
14;RR;2007;19
11;RO;2007;28
53;DF;2007;55
12;AC;2007;18
26;PE;2007;290
16;AP;2007;12
33;RJ;2007;416
27;AL;2007;109
24;RN;2007;42
41;PR;2007;241
51;MT;2007;95
28;SE;2007;34
53;DF;2008;64
43;RS;2008;219
33;RJ;2008;373
35;SP;2008;667
27;AL;2008;83
52;GO;2008;160
11;RO;2008;39
42;SC;2008;86
26;PE;2008;298
28;SE;2008;30
16;AP;2008;13
29;BA;2008;315
25;PB;2008;87
24;RN;2008;59
14;RR;2008;15
15;PA;2008;169
31;MG;2008;377
23;CE;2008;117
50;MS;2008;60
12;AC;2008;13
17;TO;2008;21
22;PI;2008;38
32;ES;2008;190
51;MT;2008;86
41;PR;2008;306
21;MA;2008;81
13;AM;2008;63
26;PE;2009;304
25;PB;2009;98
13;AM;2009;67
29;BA;2009;345
42;SC;2009;93
12;AC;2009;16
11;RO;2009;51
24;RN;2009;57
14;RR;2009;24
21;MA;2009;87
31;MG;2009;402
16;AP;2009;12
41;PR;2009;331
27;AL;2009;111
51;MT;2009;94
50;MS;2009;65
53;DF;2009;76
52;GO;2009;165
35;SP;2009;660
32;ES;2009;216
28;SE;2009;36
22;PI;2009;31
17;TO;2009;31
15;PA;2009;180
23;CE;2009;138
33;RJ;2009;350
43;RS;2009;225
15;PA;2010;231
29;BA;2010;438
16;AP;2010;16
28;SE;2010;43
23;CE;2010;173
26;PE;2010;247
31;MG;2010;409
33;RJ;2010;339
11;RO;2010;37
12;AC;2010;19
42;SC;2010;110
43;RS;2010;227
17;TO;2010;34
22;PI;2010;40
13;AM;2010;65
53;DF;2010;66
32;ES;2010;174
50;MS;2010;76
51;MT;2010;80
27;AL;2010;137
52;GO;2010;182
41;PR;2010;338
21;MA;2010;117
24;RN;2010;71
14;RR;2010;11
25;PB;2010;119
35;SP;2010;678
28;SE;2011;60
14;RR;2011;10
24;RN;2011;76
27;AL;2011;138
16;AP;2011;19
15;PA;2011;186
52;GO;2011;262
41;PR;2011;283
50;MS;2011;78
43;RS;2011;202
13;AM;2011;81
53;DF;2011;79
51;MT;2011;87
35;SP;2011;580
29;BA;2011;449
21;MA;2011;131
31;MG;2011;457
25;PB;2011;140
12;AC;2011;18
32;ES;2011;167
22;PI;2011;32
42;SC;2011;74
26;PE;2011;261
11;RO;2011;48
23;CE;2011;189
33;RJ;2011;366
17;TO;2011;49
27;AL;2012;133
22;PI;2012;46
29;BA;2012;437
23;CE;2012;219
24;RN;2012;64
43;RS;2012;247
53;DF;2012;77
17;TO;2012;49
41;PR;2012;321
32;ES;2012;163
28;SE;2012;62
52;GO;2012;247
51;MT;2012;100
15;PA;2012;232
13;AM;2012;118
11;RO;2012;51
25;PB;2012;137
50;MS;2012;77
16;AP;2012;17
35;SP;2012;640
14;RR;2012;17
21;MA;2012;114
26;PE;2012;216
33;RJ;2012;365
31;MG;2012;460
12;AC;2012;16
42;SC;2012;104
27;AL;2013;142
15;PA;2013;231
53;DF;2013;78
26;PE;2013;256
28;SE;2013;56
11;RO;2013;52
24;RN;2013;89
29;BA;2013;423
25;PB;2013;126
51;MT;2013;91
23;CE;2013;278
31;MG;2013;427
12;AC;2013;32
52;GO;2013;271
22;PI;2013;47
32;ES;2013;171
21;MA;2013;131
33;RJ;2013;387
13;AM;2013;96
35;SP;2013;620
50;MS;2013;75
17;TO;2013;40
41;PR;2013;283
16;AP;2013;19
42;SC;2013;102
14;RR;2013;36
43;RS;2013;210
23;CE;2014;285
43;RS;2014;250
41;PR;2014;284
27;AL;2014;125
11;RO;2014;56
16;AP;2014;20
50;MS;2014;85
24;RN;2014;102
51;MT;2014;111
32;ES;2014;140
29;BA;2014;385
25;PB;2014;117
42;SC;2014;111
15;PA;2014;249
21;MA;2014;152
17;TO;2014;35
33;RJ;2014;464
53;DF;2014;60
22;PI;2014;63
13;AM;2014;80
26;PE;2014;239
35;SP;2014;612
12;AC;2014;20
52;GO;2014;290
28;SE;2014;74
14;RR;2014;24
31;MG;2014;403
50;MS;2015;58
33;RJ;2015;387
21;MA;2015;148
32;ES;2015;141
17;TO;2015;48
43;RS;2015;284
22;PI;2015;67
12;AC;2015;19
31;MG;2015;415
41;PR;2015;244
23;CE;2015;254
51;MT;2015;118
25;PB;2015;111
29;BA;2015;382
24;RN;2015;92
27;AL;2015;95
16;AP;2015;18
11;RO;2015;63
28;SE;2015;70
26;PE;2015;233
52;GO;2015;255
53;DF;2015;58
42;SC;2015;97
15;PA;2015;261
14;RR;2015;29
35;SP;2015;559
13;AM;2015;115
41;PR;2016;238
28;SE;2016;60
33;RJ;2016;428
31;MG;2016;375
22;PI;2016;50
14;RR;2016;25
26;PE;2016;282
13;AM;2016;116
53;DF;2016;64
35;SP;2016;507
12;AC;2016;23
17;TO;2016;45
52;GO;2016;238
25;PB;2016;107
29;BA;2016;441
43;RS;2016;308
51;MT;2016;104
23;CE;2016;218
42;SC;2016;107
32;ES;2016;104
16;AP;2016;17
21;MA;2016;159
27;AL;2016;101
15;PA;2016;294
24;RN;2016;100
11;RO;2016;54
50;MS;2016;80
21;MA;2017;127
27;AL;2017;111
53;DF;2017;46
26;PE;2017;310
28;SE;2017;77
24;RN;2017;148
29;BA;2017;487
23;CE;2017;374
31;MG;2017;388
22;PI;2017;52
32;ES;2017;151
33;RJ;2017;401
35;SP;2017;495
17;TO;2017;38
41;PR;2017;247
16;AP;2017;27
42;SC;2017;109
15;PA;2017;311
43;RS;2017;302
14;RR;2017;27
13;AM;2017;115
50;MS;2017;61
12;AC;2017;34
51;MT;2017;92
25;PB;2017;88
11;RO;2017;62
52;GO;2017;256
50;MS;2018;66
17;TO;2018;47
53;DF;2018;55
21;MA;2018;122
33;RJ;2018;380
35;SP;2018;454
13;AM;2018;127
26;PE;2018;240
28;SE;2018;40
15;PA;2018;323
42;SC;2018;91
52;GO;2018;220
16;AP;2018;15
27;AL;2018;67
11;RO;2018;42
24;RN;2018;102
29;BA;2018;427
25;PB;2018;82
51;MT;2018;88
23;CE;2018;475
43;RS;2018;256
31;MG;2018;349
22;PI;2018;52
12;AC;2018;35
32;ES;2018;100
14;RR;2018;53
41;PR;2018;211
27;AL;2019;90
14;RR;2019;33
42;SC;2019;114
16;AP;2019;19
43;RS;2019;236
41;PR;2019;204
17;TO;2019;36
13;AM;2019;118
35;SP;2019;405
33;RJ;2019;217
50;MS;2019;61
21;MA;2019;114
32;ES;2019;97
12;AC;2019;32
22;PI;2019;47
31;MG;2019;295
23;CE;2019;221
51;MT;2019;84
25;PB;2019;72
52;GO;2019;161
29;BA;2019;396
24;RN;2019;98
11;RO;2019;43
28;SE;2019;53
26;PE;2019;204
53;DF;2019;55
15;PA;2019;232
24;RN;2020;81
21;MA;2020;140
31;MG;2020;270
29;BA;2020;444
43;RS;2020;214
25;PB;2020;94
51;MT;2020;105
14;RR;2020;35
23;CE;2020;319
35;SP;2020;397
13;AM;2020;85
50;MS;2020;71
32;ES;2020;101
53;DF;2020;35
41;PR;2020;197
42;SC;2020;86
52;GO;2020;134
12;AC;2020;27
28;SE;2020;43
17;TO;2020;35
16;AP;2020;22
15;PA;2020;193
26;PE;2020;223
27;AL;2020;89
22;PI;2020;54
33;RJ;2020;285
11;RO;2020;54
28;SE;2021;37
50;MS;2021;66
53;DF;2021;46
21;MA;2021;131
32;ES;2021;125
12;AC;2021;28
43;RS;2021;230
22;PI;2021;68
31;MG;2021;249
23;CE;2021;336
52;GO;2021;145
41;PR;2021;197
25;PB;2021;83
29;BA;2021;463
14;RR;2021;20
16;AP;2021;19
24;RN;2021;70
51;MT;2021;81
11;RO;2021;54
15;PA;2021;208
42;SC;2021;92
35;SP;2021;342
13;AM;2021;135
27;AL;2021;65
26;PE;2021;245
17;TO;2021;39
33;RJ;2021;284
