cod;nome;período;valor
23;CE;2007;185
53;DF;2007;94
13;AM;2007;38
52;GO;2007;341
51;MT;2007;230
14;RR;2007;20
50;MS;2007;274
15;PA;2007;164
22;PI;2007;50
21;MA;2007;144
16;AP;2007;17
24;RN;2008;93
26;PE;2008;387
11;RO;2008;120
33;RJ;2008;1644
14;RR;2008;19
15;PA;2008;186
35;SP;2008;3263
51;MT;2008;211
16;AP;2008;6
29;BA;2008;311
52;GO;2008;364
17;TO;2008;37
23;CE;2008;176
21;MA;2008;144
31;MG;2008;938
25;PB;2008;42
27;AL;2008;55
12;AC;2008;18
41;PR;2008;2413
13;AM;2008;40
32;ES;2008;234
50;MS;2008;274
53;DF;2008;98
43;RS;2008;1685
42;SC;2008;600
22;PI;2008;46
28;SE;2008;65
35;SP;2009;3382
26;PE;2009;328
32;ES;2009;219
22;PI;2009;49
43;RS;2009;1589
33;RJ;2009;1538
16;AP;2009;9
13;AM;2009;37
42;SC;2009;605
28;SE;2009;65
24;RN;2009;115
11;RO;2009;127
52;GO;2009;365
51;MT;2009;209
17;TO;2009;47
21;MA;2009;142
25;PB;2009;41
27;AL;2009;46
29;BA;2009;301
53;DF;2009;105
15;PA;2009;189
41;PR;2009;2698
50;MS;2009;276
31;MG;2009;923
12;AC;2009;10
14;RR;2009;26
23;CE;2009;166
53;DF;2010;85
15;PA;2010;236
26;PE;2010;228
51;MT;2010;217
32;ES;2010;231
52;GO;2010;349
50;MS;2010;238
17;TO;2010;38
13;AM;2010;71
28;SE;2010;52
35;SP;2010;2911
42;SC;2010;578
43;RS;2010;1438
14;RR;2010;11
31;MG;2010;797
16;AP;2010;26
23;CE;2010;272
25;PB;2010;48
11;RO;2010;131
21;MA;2010;133
41;PR;2010;2588
12;AC;2010;25
27;AL;2010;42
33;RJ;2010;1610
24;RN;2010;98
22;PI;2010;45
29;BA;2010;332
26;PE;2011;200
52;GO;2011;392
23;CE;2011;251
28;SE;2011;49
13;AM;2011;131
51;MT;2011;227
24;RN;2011;140
25;PB;2011;65
27;AL;2011;67
29;BA;2011;374
50;MS;2011;214
31;MG;2011;1061
14;RR;2011;14
12;AC;2011;12
32;ES;2011;201
33;RJ;2011;1319
17;TO;2011;51
22;PI;2011;51
35;SP;2011;2808
43;RS;2011;1424
15;PA;2011;217
41;PR;2011;2440
21;MA;2011;184
11;RO;2011;102
42;SC;2011;607
16;AP;2011;24
53;DF;2011;94
26;PE;2012;161
31;MG;2012;1102
28;SE;2012;65
35;SP;2012;3150
17;TO;2012;50
50;MS;2012;196
29;BA;2012;395
52;GO;2012;511
15;PA;2012;221
41;PR;2012;2408
21;MA;2012;172
53;DF;2012;83
25;PB;2012;81
27;AL;2012;73
43;RS;2012;1617
11;RO;2012;124
24;RN;2012;175
51;MT;2012;218
13;AM;2012;121
42;SC;2012;553
16;AP;2012;19
12;AC;2012;17
33;RJ;2012;1241
22;PI;2012;45
23;CE;2012;223
32;ES;2012;175
14;RR;2012;31
16;AP;2013;25
31;MG;2013;1118
11;RO;2013;131
29;BA;2013;330
26;PE;2013;196
53;DF;2013;69
35;SP;2013;2823
28;SE;2013;76
33;RJ;2013;1302
14;RR;2013;50
50;MS;2013;192
51;MT;2013;243
17;TO;2013;60
13;AM;2013;122
32;ES;2013;201
15;PA;2013;240
25;PB;2013;86
52;GO;2013;557
23;CE;2013;232
41;PR;2013;2089
21;MA;2013;184
12;AC;2013;20
22;PI;2013;58
42;SC;2013;577
43;RS;2013;1614
27;AL;2013;94
24;RN;2013;178
43;RS;2014;1860
42;SC;2014;640
41;PR;2014;2126
35;SP;2014;2833
33;RJ;2014;1364
32;ES;2014;218
31;MG;2014;1075
29;BA;2014;367
25;PB;2014;72
24;RN;2014;194
23;CE;2014;251
53;DF;2014;105
52;GO;2014;574
51;MT;2014;278
50;MS;2014;218
22;PI;2014;40
21;MA;2014;215
17;TO;2014;64
