cod;nome;período;valor
35;SP;2022;3212
25;PB;2022;1105
43;RS;2022;1964
32;ES;2022;1147
29;BA;2022;6776
13;AM;2022;1771
14;RR;2022;231
16;AP;2022;358
26;PE;2022;3409
31;MG;2023;2795
21;MA;2023;2007
17;TO;2023;419
23;CE;2023;2992
52;GO;2023;1583
25;PB;2023;1079
14;RR;2023;219
11;RO;2023;552
12;AC;2023;217
50;MS;2023;584
43;RS;2023;1981
27;AL;2023;1194
32;ES;2023;1161
35;SP;2023;3043
26;PE;2023;3698
29;BA;2023;6615
13;AM;2023;1555
16;AP;2023;516
22;PI;2023;725
15;PA;2023;2542
41;PR;2023;2215
28;SE;2023;698
42;SC;2023;658
24;RN;2023;955
51;MT;2023;1105
53;DF;2023;348
33;RJ;2023;4291
