cod;nome;período;ValorMulheres;ValorMulheresNegras;ValorMulheresNaoNegras
50;MS;2001;64;31.0;29.0
50;MS;2002;77;35.0;41.0
50;MS;2003;64;27.0;35.0
50;MS;2004;55;30.0;24.0
50;MS;2005;70;31.0;38.0
50;MS;2006;55;24.0;29.0
50;MS;2007;67;28.0;39.0
50;MS;2008;60;22.0;38.0
50;MS;2009;65;25.0;40.0
50;MS;2010;76;38.0;33.0
50;MS;2011;78;40.0;38.0
50;MS;2012;77;45.0;32.0
50;MS;2013;75;40.0;34.0
50;MS;2014;85;44.0;40.0
50;MS;2015;58;38.0;20.0
50;MS;2016;80;46.0;34.0
50;MS;2017;61;33.0;28.0
50;MS;2018;66;38.0;28.0
50;MS;2019;61;26.0;35.0
50;MS;2020;71;38.0;32.0
50;MS;2021;66;42.0;24.0
50;MS;2022;71;41.0;30.0
50;MS;2023;48;27.0;20.0
51;MT;1989;31;;
51;MT;1990;39;;
51;MT;1991;49;;
51;MT;1992;35;;
51;MT;1993;31;;
51;MT;1994;20;;
51;MT;1995;66;;
51;MT;1996;87;0.0;0.0
51;MT;1997;88;23.0;21.0
51;MT;1998;93;46.0;23.0
51;MT;1999;71;34.0;23.0
51;MT;2000;81;47.0;33.0
51;MT;2001;92;56.0;33.0
51;MT;2002;92;53.0;37.0
51;MT;2003;90;53.0;34.0
51;MT;2004;99;60.0;39.0
51;MT;2005;89;51.0;38.0
51;MT;2006;70;42.0;28.0
51;MT;2007;95;54.0;41.0
51;MT;2008;86;57.0;27.0
51;MT;2009;94;55.0;38.0
51;MT;2010;80;54.0;26.0
51;MT;2011;87;60.0;27.0
51;MT;2012;100;62.0;35.0
51;MT;2013;91;62.0;28.0
51;MT;2014;111;76.0;33.0
51;MT;2015;118;88.0;30.0
51;MT;2016;104;77.0;26.0
51;MT;2017;92;70.0;22.0
51;MT;2018;88;71.0;16.0
51;MT;2019;84;56.0;27.0
51;MT;2020;105;79.0;25.0
51;MT;2021;81;62.0;19.0
51;MT;2022;108;84.0;23.0
51;MT;2023;103;75.0;29.0
52;GO;1989;91;;
52;GO;1990;58;;
52;GO;1991;110;;
52;GO;1992;125;;
52;GO;1993;96;;
52;GO;1994;93;;
52;GO;1995;129;;
52;GO;1996;119;0.0;0.0
52;GO;1997;94;16.0;13.0
52;GO;1998;76;12.0;12.0
52;GO;1999;117;28.0;40.0
52;GO;2000;142;53.0;51.0
52;GO;2001;131;61.0;42.0
52;GO;2002;145;68.0;50.0
52;GO;2003;143;74.0;45.0
52;GO;2004;142;64.0;64.0
52;GO;2005;133;83.0;46.0
52;GO;2006;143;91.0;48.0
52;GO;2007;139;82.0;51.0
52;GO;2008;160;104.0;49.0
52;GO;2009;165;117.0;45.0
52;GO;2010;182;128.0;48.0
52;GO;2011;262;182.0;67.0
52;GO;2012;247;171.0;67.0
52;GO;2013;271;191.0;66.0
52;GO;2014;290;212.0;77.0
52;GO;2015;255;176.0;76.0
52;GO;2016;238;180.0;54.0
52;GO;2017;256;190.0;59.0
52;GO;2018;220;154.0;63.0
52;GO;2019;161;115.0;43.0
52;GO;2020;134;93.0;36.0
52;GO;2021;145;95.0;47.0
52;GO;2022;146;95.0;51.0
52;GO;2023;121;88.0;31.0
53;DF;1989;23;;
53;DF;1990;40;;
53;DF;1991;52;;
53;DF;1992;40;;
53;DF;1993;49;;
53;DF;1994;50;;
53;DF;1995;57;;
53;DF;1996;52;0.0;0.0
53;DF;1997;48;31.0;10.0
53;DF;1998;54;37.0;13.0
53;DF;1999;60;40.0;15.0
53;DF;2000;41;32.0;7.0
53;DF;2001;44;34.0;8.0
53;DF;2002;50;36.0;13.0
53;DF;2003;62;45.0;14.0
53;DF;2004;52;43.0;8.0
53;DF;2005;47;32.0;14.0
53;DF;2006;49;39.0;9.0
53;DF;2007;55;41.0;13.0
53;DF;2008;64;57.0;7.0
53;DF;2009;76;61.0;14.0
53;DF;2010;66;50.0;15.0
53;DF;2011;79;61.0;16.0
53;DF;2012;77;63.0;11.0
53;DF;2013;78;66.0;12.0
53;DF;2014;60;46.0;13.0
53;DF;2015;58;45.0;13.0
53;DF;2016;64;53.0;11.0
53;DF;2017;46;34.0;12.0
53;DF;2018;55;35.0;18.0
53;DF;2019;55;36.0;18.0
53;DF;2020;35;20.0;15.0
53;DF;2021;46;27.0;18.0
53;DF;2022;35;26.0;8.0
53;DF;2023;44;31.0;13.0
