cod;nome;período;ValorHomens;ValorHomensNegros;ValorHomensNaoNegros
43;RS;2001;1674;300.0;1342.0
43;RS;2002;1714;288.0;1402.0
43;RS;2003;1731;331.0;1391.0
43;RS;2004;1787;358.0;1414.0
43;RS;2005;1812;385.0;1415.0
43;RS;2006;1821;351.0;1457.0
43;RS;2007;2003;411.0;1574.0
43;RS;2008;2161;439.0;1685.0
43;RS;2009;2017;409.0;1589.0
43;RS;2010;1856;398.0;1438.0
43;RS;2011;1869;427.0;1424.0
43;RS;2012;2135;475.0;1617.0
43;RS;2013;2108;454.0;1614.0
43;RS;2014;2474;577.0;1860.0
43;RS;2015;2660;601.0;2024.0
43;RS;2016;2913;707.0;2163.0
43;RS;2017;3014;772.0;2211.0
43;RS;2018;2441;619.0;1786.0
43;RS;2019;1946;463.0;1446.0
43;RS;2020;1876;474.0;1377.0
43;RS;2021;1656;411.0;1223.0
43;RS;2022;1714;434.0;1276.0
43;RS;2023;1757;457.0;1282.0
50;MS;1989;330;;
50;MS;1990;306;;
50;MS;1991;338;;
50;MS;1992;365;;
50;MS;1993;413;;
50;MS;1994;472;;
50;MS;1995;582;;
50;MS;1996;642;0.0;0.0
50;MS;1997;652;1.0;3.0
50;MS;1998;595;8.0;10.0
50;MS;1999;508;124.0;137.0
50;MS;2000;577;273.0;259.0
50;MS;2001;555;277.0;265.0
50;MS;2002;605;298.0;284.0
50;MS;2003;640;355.0;268.0
50;MS;2004;601;342.0;245.0
50;MS;2005;561;316.0;230.0
50;MS;2006;627;342.0;265.0
50;MS;2007;641;341.0;274.0
50;MS;2008;639;339.0;274.0
50;MS;2009;660;374.0;276.0
50;MS;2010;579;336.0;238.0
50;MS;2011;595;376.0;214.0
50;MS;2012;606;402.0;196.0
50;MS;2013;555;360.0;192.0
50;MS;2014;615;388.0;218.0
50;MS;2015;576;367.0;205.0
50;MS;2016;591;369.0;211.0
50;MS;2017;597;385.0;209.0
50;MS;2018;506;320.0;182.0
50;MS;2019;430;280.0;146.0
50;MS;2020;420;278.0;141.0
50;MS;2021;484;346.0;135.0
50;MS;2022;479;302.0;175.0
50;MS;2023;536;348.0;167.0
51;MT;1989;440;;
51;MT;1990;376;;
51;MT;1991;403;;
51;MT;1992;316;;
51;MT;1993;325;;
51;MT;1994;296;;
51;MT;1995;516;;
51;MT;1996;568;0.0;0.0
51;MT;1997;673;212.0;91.0
51;MT;1998;737;364.0;176.0
51;MT;1999;751;387.0;200.0
51;MT;2000;909;561.0;303.0
51;MT;2001;880;573.0;276.0
51;MT;2002;856;549.0;283.0
51;MT;2003;818;544.0;266.0
51;MT;2004;754;512.0;234.0
51;MT;2005;815;579.0;227.0
51;MT;2006;825;605.0;212.0
51;MT;2007;794;561.0;230.0
51;MT;2008;851;630.0;211.0
51;MT;2009;905;682.0;209.0
51;MT;2010;890;667.0;217.0
51;MT;2011;920;679.0;227.0
51;MT;2012;972;732.0;218.0
51;MT;2013;1064;798.0;243.0
51;MT;2014;1247;946.0;278.0
51;MT;2015;1082;843.0;221.0
51;MT;2016;1074;845.0;218.0
51;MT;2017;1010;780.0;222.0
51;MT;2018;901;695.0;193.0
51;MT;2019;808;639.0;157.0
51;MT;2020;878;689.0;182.0
51;MT;2021;806;610.0;191.0
51;MT;2022;968;737.0;223.0
51;MT;2023;998;780.0;216.0
52;GO;1989;717;;
52;GO;1990;620;;
52;GO;1991;741;;
52;GO;1992;703;;
52;GO;1993;636;;
52;GO;1994;681;;
52;GO;1995;652;;
52;GO;1996;663;0.0;0.0
52;GO;1997;646;121.0;68.0
52;GO;1998;616;180.0;71.0
52;GO;1999;733;245.0;148.0
52;GO;2000;940;472.0;269.0
52;GO;2001;1035;606.0;306.0
52;GO;2002;1225;666.0;361.0
52;GO;2003;1201;709.0;301.0
52;GO;2004;1377;830.0;411.0
52;GO;2005;1334;920.0;361.0
52;GO;2006;1364;985.0;332.0
52;GO;2007;1382;970.0;341.0
52;GO;2008;1629;1204.0;364.0
52;GO;2009;1733;1327.0;365.0
52;GO;2010;1795;1403.0;349.0
52;GO;2011;2005;1537.0;392.0
52;GO;2012;2540;1963.0;511.0
52;GO;2013;2698;2076.0;557.0
52;GO;2014;2591;1986.0;574.0
52;GO;2015;2734;2087.0;601.0
52;GO;2016;2789;2168.0;582.0
52;GO;2017;2638;2094.0;501.0
52;GO;2018;2448;1929.0;482.0
52;GO;2019;2089;1627.0;422.0
52;GO;2020;2040;1594.0;404.0
52;GO;2021;1664;1304.0;333.0
52;GO;2022;1537;1235.0;294.0
52;GO;2023;1458;1128.0;277.0
53;DF;1989;308;;
53;DF;1990;423;;
53;DF;1991;437;;
53;DF;1992;384;;
53;DF;1993;503;;
53;DF;1994;505;;
53;DF;1995;572;;
53;DF;1996;562;0.0;0.0
53;DF;1997;565;388.0;73.0
53;DF;1998;579;415.0;73.0
53;DF;1999;598;440.0;83.0
53;DF;2000;644;533.0;97.0
53;DF;2001;649;549.0;87.0
53;DF;2002;591;503.0;80.0
53;DF;2003;678;578.0;95.0
53;DF;2004;642;538.0;101.0
53;DF;2005;610;519.0;81.0
53;DF;2006;611;537.0;70.0
53;DF;2007;656;550.0;94.0
53;DF;2008;748;644.0;98.0
53;DF;2009;806;692.0;105.0
53;DF;2010;720;630.0;85.0
53;DF;2011;823;723.0;94.0
53;DF;2012;875;785.0;83.0
53;DF;2013;759;681.0;69.0
53;DF;2014;783;664.0;105.0
53;DF;2015;682;551.0;120.0
53;DF;2016;696;569.0;121.0
53;DF;2017;564;452.0;109.0
53;DF;2018;473;372.0;97.0
53;DF;2019;425;339.0;83.0
53;DF;2020;418;306.0;107.0
53;DF;2021;355;277.0;69.0
53;DF;2022;321;243.0;63.0
53;DF;2023;302;233.0;57.0
